descricao
"** Aprovado o Requerimento do Dep. Daniel Coelho (PSDB-PE), que solicita preferência para apreciação do PL nº 7.699/2006, item 3, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Jovair Arantes, Líder do PTB, que solicita preferência para apreciação do Projeto de Lei nº 4.246/2012, item 6, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9) PRC nº 8 de 2007; seguidos dos demais itens."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9º) PRC nº 8 de 2007; seguidos dos demais itens."
** Aprovado o Requerimento.
"** Rejeitado o Requerimento do Dep. Ságuas Moraes, na qualidade de Líder do PT, que solicita inversão da pauta, para que o Projeto de Lei nº 2.479/2000 seja votado primeiramente, renumerando-se os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder  do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
*** Aprovado o Requerimento do Dep. Simão Sessim (PP-RJ) que solicita preferência para apreciação do PL nº 7.664/2014 sobre os demais itens da pauta.
"*** Rejeitada a modificação na Ordem do Dia decorrente de consulta formulada pelo Presidente, nos termos do § 1º do art. 160 do Regimento Interno, em face do encaminhamento, à Mesa, de mais de cinco requerimentos de preferência."
"*** Votação, em turno único, do Projeto de Lei nº 3.232 de 1992, principal (Sessão Deliberativa Ordinária de 20/10/2015). 
Encaminhou a Votação o Dep. Afonso Florence (PT-BA). 
Votação do requerimento da bancada do PR, que solicita DESTAQUE DE PREFERÊNCIA PARA O PROJETO DE LEI Nº 6.446/2013, APENSADO - DTQ 3. 
APROVADO O DESTAQUE DE PREFERÊNCIA. 
Prejudicado o destaque de preferência da bancada do PCdoB, para votação do Projeto de Lei nº 6.446/2013, apensado - DTQ 4. 
Rejeitadas as Emendas de Plenário nºs 1 e 2, com pareceres pela rejeição, ressalvados os destaques. 
Em razão do resultado proclamado pela Mesa: ""Aprovado o Projeto de Lei nº 6.446 de 2013"" (em processo simbólico), foi solicitada a verificação da votação pelos Deputados Daniel Coelho, na qualidade de Líder do PSDB; e Alex Manente (PPS-SP), passando-se à sua votação pelo processo nominal. 
APROVADO O PROJETO DE LEI Nº 6.446 DE 2013, APENSADO, ressalvados os destaques. Sim: 318; não: 79; abstenção: 1; total: 398.  
Ficam prejudicados o Projeto de Lei nº 3.232/1992, principal; o Substitutivo da Comissão de Seguridade Social e Família; o Substitutivo da Comissão de Constituição e Justiça e de Cidadania; e os Projetos de Lei de nºs 6.045/90, 192/91, 276/91, 506/91, 750/91, 1.439/91, 1.539/91, 2.065/91, 2.735/92, 2.741/92, 3.779/97, 4.667/98, 592/99, 2.937/00, 3.562/04. 5.322/09, 1.112/11, 1.744/11, 2.270/11, 2.450/11, 3.406/12, 3.523/12 e 7.175/14, apensados, ressalvados os destaques. 
Votação do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 1. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Damião Feliciano (PDT-PB). 
Suprimido o texto destacado. 
Prejudicado o destaque da bancada do PSDB, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 5. 
Prejudicado o destaque da bancada do DEM, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 9. 
Votação da Emenda de Plenário nº 2, objeto do destaque da bancada do PSD - DTQ 10. 
Encaminhou a Votação o Dep. Wadih Damous (PT-RJ). 
Rejeitada a Emenda de Plenário nº 2. 
Votação da Emenda de Plenário nº 1, objeto do destaque da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 2. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Pompeo de Mattos (PDT-RS). 
Rejeitada a Emenda de Plenário nº 1. Sim: 206; não: 219; abstenção: 1; total: 426 (votação nominal, de ofício)
Prejudicado o destaque da bancada do DEM, para votação da Emenda de Plenário nº 1 - DTQ 7. 
Votação da expressão ""em juízo colegiado prévio"" constante do art. 10 do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do PSDB - DTQ 6. 
Em razão do resultado proclamado pela Mesa: ""Mantida a expressão"" (em processo simbólico), foi solicitada a verificação da votação pelo Deputado Daniel Coelho, na qualidade de Líder do PSDB, passando-se à sua votação pelo processo nominal.
Mantida a expressão destacada. Sim: 273; não: 145; abstenção: 1; total: 419.
Votação do art. 2º do Projeto de Lei nº 7.175/2014, apensado, para incluir o referido dispositivo onde couber, objeto do destaque para votação em separado da bancada do PSB - DTQ 8. 
Encaminhou a Votação o Dep. Heitor Schuch (PSB-RS). 
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 357; Não: 56; Abstenção: 1; Total: 414.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 357; não: 10; total: 367.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 357; não: 3; abstenção: 1; total: 361.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 357; não: 61; total: 418.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 358; não: 10 ; total:368.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 358; não: 30; abstenção: 2; total: 390.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 358; não: 32; abstenção: 1; total: 391.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 358; não: 35; abstenção: 5; total: 398.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 358; não: 55; total: 413.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 360; não: 18; total: 378.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 361; não: 14; total: 375.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 361; total: 361.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 364; não: 15; total: 379.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 364; não: 57; abstenção: 1; total: 422.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 365; não: 11; total: 376.
DCD de 01/06/16 PÁG 355 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 366; não: 37; total: 403.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 366; não: 60; abstenção: 2; total: 428.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 366; total: 366.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 369; não: 30; total: 399.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 370; não: 5; abstenção: 1; total: 376.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 371; não: 60;  total: 431.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 371; não: 8; abstenção: 1; total: 380.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 371; total: 371.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 372; não: 75; total: 447.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 373; não: 20; abstenção: 01; total: 394.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 373; não: 8; total: 381.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 374; não: 27; abstenção: 2; total: 403.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 374; não: 47; abstenção: 1; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 375; não: 2; Total: 377.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 376; não: 14; total: 390.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 377; não: 18; total: 395.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 378; não: 1; total: 379.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 378; não: 45; abstenção: 1; total: 425.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 379; não: 12; total: 391.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 379; não: 73; abstenção: 1; total: 453.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 381; não: 40; total: 421.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 383; não: 36; total: 419.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 385; não: 3; total: 388.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 386; Não: 9; Abstenção: 4; Total: 399.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 386; não: 57; abstenção: 1; total: 444.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 387; não: 2; abstenção: 1; total: 390.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 388; não: 23; abstenção: 2 ; total: 413.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 390; não: 15; total: 405.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 390; não: 19; total: 409.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 395; não: 11; total: 406.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 395; não: 8; abstenção: 2; total: 405.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 396; não: 7; abstenção: 1; total: 404.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 397; não: 12 ; abstenção: 1; total: 410.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 397; não: 12; abstenção: 1; total: 410.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 397; não: 8; total: 405.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 397; total:397.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 399; não: 18; abstenção: 1; total: 418.
DCD 04/05/11 PÁG 21338 COL 02."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 401; não: 37; total: 438.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 402; não: 13;  total: 415.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 402; não: 54; total: 456.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 403; não: 15; abstenção: 2; total: 420.
DCD de 01/06/16 PÁG 397 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 403; total: 403.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 405; não: 16; abstenção: 1; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 406; não: 14; total: 420.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 408; não: 18; abstenção: 1; total: 427.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 408; não: 1;  total: 409.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 408; não: 1; total: 409.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 409; não: 05; total: 414.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 411; não: 2; abstenção: 1; total: 414..
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 413; não: 13; abstenção: 1; total: 427.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 414; não: 20;  total: 434.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 415; total: 415.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 416; abstenção: 1; total: 417.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 418; não: 4; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 420; não: 1; total: 421.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 425; não: 1; total: 426.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 428; não: 8;  total: 436.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 430; não: 7; total: 437.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 433; abstenção: 1; total: 434.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 440; não: 9; total: 449.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 441; não: 10; total: 451.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 441; não: 2; abstenção: 1; total: 444.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 442; não: 2; total: 444.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 447; não: 13; abstenção: 1; total: 461.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 450; não: 5; total: 455.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 458; não: 10; total: 468.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: ; não: ; abstenção: ; total:.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim:303; não: 115; abstenção: 2; total: 420.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim:311; não: 1; abstenção: 1; total: 313.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim:336; não: 9; abstenção: 1; total: 346.
Aprovado o Requerimento de Urgência (Art. 155 do RICD).Sim: 307; não: 16; abstenção: 3; total: 326.
Aprovado o Requerimento de Urgência (Art. 155 do RICD).Sim: 385; não: 30; abstenção: 1; total: 416.
Aprovado o Requerimento de Urgência (art. 155 do RICD).
Aprovado o Requerimento de Urgência (art. 155 do RICD). Sim: 302; não: 57; total: 359.
Aprovado o Requerimento de Urgência (art. 155 do RICD). Sim: 307; não: 18;  abstenção: 04; total: 329.
Aprovado o Requerimento de Urgência (art. 155 do RICD). Sim: 350; não: 08; total: 358.
Aprovado o Requerimento de Urgência (art. 155 do RICD).Sim: 305; não: 43; abstenção: 1; total: 349 .
Aprovado o Requerimento de Urgência (art. 155).
Aprovado o Requerimento de Urgência (art. 155)..
Aprovado o Requerimento de Urgência. Sim: 258; não: 98; abstenção: 3; total: 359.
"Aprovado o Requerimento de Urgência. Sim: 277; não: 4; abstenção: 2; total: 283.
DCD de 29/04/16 PÁG 47 COL 01."
"Aprovado o Requerimento de Urgência. Sim: 278; Não: 39; Total: 317.
DCD de 06/10/16 PÁG 48 COL 01."
Aprovado o Requerimento de Urgência. Sim: 315; não: 138; total: 453.
Aprovado o Requerimento de Urgência. Sim: 399; não: 20; abstenção: 3; total: 422.
Aprovado o Requerimento de Urgência. Sim: 429; não: 18; total: 447.
Aprovado o Requerimento de Urgência. Sim: 433; não: 8; abstenção: 2; total: 443.
Aprovado o Requerimento de inversão de pauta.
Aprovado o Requerimento de quebra de interstício.
Aprovado o Requerimento de retirada de pauta.
Aprovado o Requerimento de retirada de proposição.
Aprovado o Requerimento de urgência.
Aprovado o Requerimento de urgência. DCD 28 10 09 PAG 59514 COL 02.
Aprovado o Requerimento de urgência. Sim: 264; não: 33; total: 297. DCD 28 10 09 PAG 59515 COL 02.
Aprovado o Requerimento de urgência. Sim: 371; não: 2; total: 373.
"Aprovado o Requerimento do Dep. Afonso Florence, na qualidade de Líder do PT, que solicita destaque de preferência para votação do Projeto de Lei nº 5.502/2013, apensado, sobre o Projeto de Lei nº 6.869/2010, principal."
"Aprovado o Requerimento do Dep. Afonso Motta (PDT-RS), na qualidade de Líder do PDT, que solicita inversão de pauta, a fim de que o PL 742/2011, item 10 da pauta, seja apreciado como o item 1, renumerando-se os demais."
"Aprovado o Requerimento do Dep. Afonso Motta (PDT-RS), na qualidade de Líder do PDT, que solicita inversão de pauta, a fim de que o PL 742/2011, item 10 da pauta, seja apreciado como o item 1, renumerando-se os demais.
DCD de 21/02/17 PÁG 64 COL 01."
"Aprovado o Requerimento do Dep. Alberto Goldman, Líder do PSDB, que solicita a inversão de pauta a fim de que o PLP 187/97, item 2, seja apreciado como item 1 da pauta."
"Aprovado o Requerimento do Dep. André Figueiredo, Líder do PDT, que solicita preferência para votação da Emenda Substitutiva Global de Plenário nº 1 sobre o Projeto de Lei nº 6.405/2002."
"Aprovado o Requerimento do Dep. Arthur Lira, Líder do PP, que solicita destaque de preferência para votação do PL 2.784/2008, apensado, sobre o PL 2.740/2000, principal."
"Aprovado o Requerimento do Dep. Augusto Coutinho (SOLIDARIEDADE-PE), que solicita inversão de pauta, a fim de que o Projeto de Lei nº 1.321/2019 seja apreciado como o item 1 da pauta."
Aprovado o Requerimento do Dep. Beto Albuquerque (PSB/RS) que solicita votação em globo dos Requerimentos de Destaques Simples de nºs 3 e 10.
"Aprovado o Requerimento do Dep. Caetano, na qualidade de Líder do PT, que solicita inversão de pauta para apreciação da Ordem do Dia na seguinte sequência: 1) PLP nº 76/2007; e 2) PL nº 6424/2016, sobre os demais itens da pauta."
"Aprovado o Requerimento do Dep. Carlos Zarattini (PT-SP), que solicita inversão de pauta para apreciação da Ordem do Dia na seguinte sequência: 1) MPV 757/2016; 2) MPV 756/2016; 3) MPV 758/2016; 4) MPV 762/2016; 5) MPV 764/2016; 6) MPV 761/2016; 7) MPV 767/2017; 8) MPV 759/2016; 9) MPV 768/2017; 10) PL 5.850/2016; 11) PLP 54/2015; e 12) PEC 70/2011."
"Aprovado o Requerimento do Dep. Covatti Filho, na qualidade de líder do Bloco Parlamentar PP, PTB, PSC, que solicita preferência para que a pauta seja apreciada na seguinte sequência: 1º) PLP n° 25 de 2007; 2º) PL 5230 de 2013; e 3º) PL 4567 de 2016."
"Aprovado o Requerimento do Dep. Décio Lima, na qualidade de Líder do PT, que solicita que a pauta da presente sessão seja apreciada na seguinte ordem: 1) PL 3.331/2012 (item 2); 2) PL 2.458/2011 (item 1)."
Aprovado o Requerimento do Dep. Edir Oliveira (PTB-RS) que solicita preferência para a Emenda Substitutiva Global de Plenário nº 1.
"Aprovado o Requerimento do Dep. Fernando Ferro, na qualidade de Líder do PT, que solicita preferência para votação  deste Projeto sobre o Substitutivo adotado pela CSSF."
"Aprovado o Requerimento do Dep. Geraldo Simões, na qualidade de Líder do PT, solicitando votação em globo dos destaques simples."
"Aprovado o Requerimento do Dep. Guilherme Campos, Líder do PSD, que solicita preferência para votação da Emenda Substitutiva Global de Plenário apresentada ao PL 2.729/2003."
"Aprovado o Requerimento do Dep. José Carlos Aleluia, Líder do PFL, que solicita o adiamento da discussão por duas sessões."
"Aprovado o Requerimento do Dep. José Genoíno, na qualidade de Líder do PT, que solicita a votação em globo dos destaques simples."
"Aprovado o Requerimento do Dep. José Guimarães, Líder do Governo, que solicita a apreciação da pauta na seguinte ordem: PL 2.505/2000; PL 3.481/2012; PL 8.122/2014; PRC 267/2014; PDC 1.570/2001, PL 779/1995; PL 6.701/2013 e PLP 13/2015, renumerando-se os demais itens. (Passou-se à apreciação da pauta segundo a ordem aprovada)."
"Aprovado o Requerimento do Dep. José Guimarães, Líder do Governo, que solicita que pauta seja apreciada na seguinte ordem: item 1- PL 7.645/2014; item 2 - PRC 13/2015; item 3 - PL 3.075/2015, renumerando-se os demais itens da pauta."
"Aprovado o Requerimento do Dep. Jutahy Junior, Líder do PSDB, que solicita a retirada de pauta deste Projeto."
"Aprovado o Requerimento do Dep. Júlio Lopes, na qualidade de Líder do PP, que solicita preferência para votação do Projeto de Lei nº 7.361, de 2006."
"Aprovado o Requerimento do Dep. Leonardo Picciani, Líder do Bloco Parlamentar PMDB, PP, PTB, PSC, PHS, PEN, que solicita a votação em globo da admissibilidade dos destaques simples."
"Aprovado o Requerimento do Dep. Leonardo Picciani, Líder do PMDB, que solicita preferência para apreciação do Projeto de Lei nº 4.699, de 2012, item 2 da pauta, para que seja apreciada como item 1, renumerando-se os demais itens."
"Aprovado o Requerimento do Dep. Lincoln Portela, na qualidade de Líder do PR, que solicita destaque de preferência para votação da Emenda Aglutinativa nº 1."
Aprovado o Requerimento do Dep. Luiz Sérgio (PT-RJ) que solicita votação em globo dos requerimentos de destaques simples.
"Aprovado o Requerimento do Dep. Luiz Sérgio (PT-RJ), e outros, que solicita inversão de pauta para que este Projeto, item 5, seja apreciado como item 3, renumerando-se os demais."
"Aprovado o Requerimento do Dep. Murilo Zauith, na qualidade de Líder do PFL, que solicita a retirada de pauta deste Projeto."
"Aprovado o Requerimento do Dep. Nilson Leitão, na qualidade de Líder do PSDB, que solicita preferência para que Projeto de Lei nº 6.920/2010 seja apreciado como item 4 da pauta."
"Aprovado o Requerimento do Dep. Nilson Mourão, na qualidade de Líder do PT, que solicita preferência para votação da Emenda de Substitutiva de Plenário nº 1 oferecida pela Comissão de Desenvolvimento Urbano, sobre as demais proposições."
"Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder da bancada do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
"Aprovado o Requerimento do Dep. Paulo Rocha, na qualidade de Líder do PT, que solicita votação em globo dos Requerimentos de Destaques Simples."
"Aprovado o Requerimento do Dep. Ronaldo Caiado, Líder do DEM em exercício, que solicita a retirada de pauta deste Projeto de Lei."
"Aprovado o Requerimento do Dep. Ronaldo Caiado, Líder do DEM,  o qual solicita, nos termos do art. 189, §§ 3º, 4º e 5º do Regimento Interno, que a votação do § 6º do art. 37, objeto do destaque para votação em separado da bancada do DEM, se dê da seguinte forma: 1) votação das expressões ""bonecos"" e ""e a utilização de bandeiras"", para rejeitá-las; 2) votação do restante do dispositivo, para aprová-lo."
"Aprovado o Requerimento do Dep. Ronaldo Caiado, na qualidade de Líder do DEM, que solicita a retirada de pauta deste projeto."
"Aprovado o Requerimento do Dep. Ronaldo Caiado, na qualidade de Líder do PFL, solicitando votação nominal para o Substitutivo do Senado Federal e para os Requerimentos que solicitam, respectivamente, destaque para votação em separado do art. 5º, do § 1º do art. 14 e do § 3º do art. 16 do referido Substitutivo."
"Aprovado o Requerimento do Dep. Sibá Machado, na qualidade de Líder do PT, que solicita votação em globo dos destaques simples."
"Aprovado o Requerimento do Dep. Sérgio Miranda para que o PL 5.318/05, item 8, seja apreciado como item 2 da pauta, renumerando-se os demais."
"Aprovado o Requerimento do Dep. Wadih Damous, na qualidade de Líder do Governo, que solicita inversão de pauta, a fim de que as matérias dela constantes sejam apreciadas na seguinte ordem: 1º) PL 3.834/2015, seguido dos demais itens."
"Aprovado o Requerimento do Dep. Wilson Santiago, Líder do PMDB, que solicita preferência para que este PL 4.591/04, item 9, e o PLP 249/05, item 7, sejam apreciados como itens 1 e 2 da pauta, respectivamente, renumerando-se os demais."
Aprovado o Requerimento do Sr. Dep. Bispo Rodrigues que solicita preferência para votação da Emenda Substitutiva Global de Plenário.
"Aprovado o Requerimento do Sr. Dep. Eduardo Gomes, na qualidade de Líder do PSDB, que solicita a retirada de pauta deste projeto."
"Aprovado o Requerimento do Sr. Dep. Henrique Fontana, na qualidade de líder do PT, que solicita preferência para a Emenda Substitutiva Global nº 6, com as alterações redacionais propostas pelo relator e pela Mesa."
"Aprovado o Requerimento do Sr. Dep. José Carlos Aleluia, solicitando a retirada de pauta deste Projeto."
"Aprovado o Requerimento do Sr. Dep. Mendes Ribeiro Filho, solicitando a retirada de pauta deste Projeto."
"Aprovado o Requerimento do Sr. Dep. Pedro Henry, Líder do PP, que solicita a retirada de pauta deste Requerimento."
Aprovado o Requerimento do Sr. Dep. Reginaldo Germano que solicita a retirada de pauta deste Projeto de Lei.
"Aprovado o Requerimento do Sr. Dep. Rodrigo Maia, na qualidade de Líder do PFL, que solicita preferência para a votação da Emenda Substitutiva de Plenário nº 1, com Subemenda Supressiva oferecida pelo Relator da CCJR, sobre este Projeto e as demais Emendas apresentadas."
"Aprovado o Requerimento do Sr. Dep. Sarney Filho, solicitando a retirada de pauta deste Projeto."
Aprovado o Requerimento dos Deputados José Genoíno (PT-SP) e João Almeida (PSDB-BA) que solicita a retirada de pauta deste projeto.
"Aprovado o Requerimento dos Deputados Onyx Lorenzoni, Liderança do DEM, Wilson Santos e Geddel Vieira Lima, Liderança do PMDB, José Genoíno, Liderança do PT, Roberto Jefferson e Jovair Arantes, Liderança do PTB, Renildo Calheiros, Liderança do PCdoB, Marcos Cintra, Liderança do PL, Valdemar da Costa Neto, Liderança do Bloco PL/PST/PSL/PMN/PSD, Leonardo Vilela, Liderança do PSDB, Odelmo Leão, Liderança do PPB, Miro Teixeira, Liderança do PDT, Fernando Coruja, Liderança do PPS, Fernando Gabeira, Liderança do PV, Hugo Leal, Liderança do PSC e Chico Alencar, Liderança do PSOL, que requer, nos termos do art. 155 do RICD, urgência para apreciação do Projeto de Lei nº 1.210, de 2007, que ""Dispõe sobre as pesquisas eleitorais, o voto de legenda em listas partidárias preordenadas, a instituição de federações partidárias, o funcionamento parlamentar, a propaganda eleitoral, o financiamento de campanha e as coligações partidárias, alterando a Lei nº 4.737, de 15 de julho de 1965 - Código Eleitoral, a Lei nº 9.096, de 19 de setembro de 1995 - Lei dos Partidos Políticos, e a Lei nº 9.504, de 30 de setembro de 1997 - Lei das Eleições.""   Sim: 378; Não: 43; Abst.: 4; Total: 425."
"Aprovado o Requerimento dos Deputados Rafael Guerra, Dr. Ubiali, Liderança do Bloco PSB/PTB/PCdoB, Lincoln Portela, Liderança do Bloco PR/PL, Leonardo vieira, Liderança do PSDB, José Linhares, Liderança do PP, Miro Teixeira, Liderança do PDT e Fernando Coruja, Liderançado Bloco PV/PPS, que requer, nos termos do art. 155 do RICD, urgência para apreciação do  Projeto de Lei nº 65/2003."
Aprovado o Requerimento dos Srs. Líderes que solicita o encerramento da discussão e do encaminhamento da votação.
"Aprovado o Requerimento n. 383/2015, do Sr. Sibá Machado (PT-AC) e outros Líderes, que: ""Requeremos, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 5.502 de 2013 que, altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para tornar crime vender, fornecer, servir, ministrar ou entregar bebida alcoólica a criança ou adolescente; e revoga o inciso I do art. 63 do Decreto-Lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais), apensado ao PL nº 6.869 de 2013"". (SESSÃO DELIBERATIVA EXTRAORDINÁRIA DE 11/02/2015 - 10H)
Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5502/2013, por ter sido aprovado o REQ 383/2015 => PL 5502/2013 que está apensado ao primeiro."
"Aprovado o Requerimento n. 4.323/09, da Comissão de Finanças e Tributação, que solicita a retirada da Emenda por ela adotada."
"Aprovado o Requerimento nº 142/07 de Srs. Líderes que solicita, nos termos do art. 155 RICD, urgência para apreciação do Projeto de Lei nº 84, de 2007, do Dep. Henrique Eduardo Alves, que ""Altera a Lei nº 9.096, de 1995, para estabelecimento do critério de distribuição do Fundo Partidário."".     Sim: 323; Não: 42; Abst.: 1; Total: 366."
